Request Number,Date Opened,Request ,Description,Incident Address,Zip Code,Trash Hauler,Trash Route,Council District,State Plan X,State Plan Y,LONGITUDE,LATITUDE
84296,07/19/18,Trash - Backdoor,,"253 Sundown Dr, Antioch, TN 37013, USA",37013.0,,,31.0,1770223.63143332,613320.94323355,-86.67045341804625,36.01638649471443
84299,07/19/18,Trash - Curbside/Alley Missed Pickup,CART STILL OUT CALLS EVERY MONTH TIRED OF HAVING TO CALL THIS NEEDS TO BE FIXED OR BRING HER ANOTHER TRASH CART,2202 crestmoor rd,37215.0,RED RIVER,3305,25.0,1728024.31523501,647432.136948514,-86.8141,36.10920999999994
84303,07/19/18,Trash - Curbside/Alley Missed Pickup,cart still out,"500 Baxter Ln, Nashville, TN 37220, United States",37220.0,RED RIVER,2403,26.0,1743935.90890089,626751.269817129,-86.75969210000001,36.052751999999934
84306,07/19/18,Trash - Curbside/Alley Missed Pickup,cart still out,"1711 17th Ave N, Nashville, TN 37208, United States",37208.0,RED RIVER,3206,21.0,1729689.47059808,672117.374369316,-86.809154,36.17705599999995
84308,07/19/18,Trash - Curbside/Alley Missed Pickup,Missed- trash this is 2nd week having to call wants to know why iot is being missed so he can take care of issue,"4844 Shasta Dr, Nashville, TN 37211, United States",37211.0,RED RIVER,1404,26.0,1756664.75698336,638447.304799548,-86.71692229999998,36.08514449999996
84310,07/19/18,Trash - Backdoor,"Missed Trash again, 2 weeks in a row now. She's backdoor Thursday {driver came into her driveway and then back up and left. Why trash wasn't emptied.",5020 raywood ln,37211.0,RED RIVER,3403,30.0,1757457.02506987,629087.777728187,-86.71401,36.059449999999934
84315,07/19/18,Damage to Property,"Wednesday's trash pickup and caller states trash/truck damage her vehicle's back door/it's Honda Civi LX 2016. Hugh dent on her back door. Caller states this happen as they where picking up trash.  Car was parked on side of road, street parking. Ketori Campbell 615-752-8863. Wants a call back.",607 28th ave n,37209.0,METRO,9304,21.0,1726737.74749306,664895.185423152,-86.81895,36.15714999999994
84322,07/19/18,Trash - Curbside/Alley Missed Pickup,Missed.,"2337 Oak Ct, Nashville, TN 37206, United States",37206.0,RED RIVER,1202,6.0,1755223.50164978,673987.87956614,-86.72268800000005,36.18274299999994
84351,07/19/18,Trash - Curbside/Alley Missed Pickup,Missed.,"2109 Sultana Ave, Nashville, TN 37207, United States",37207.0,WASTE IND,2207,5.0,1743419.26974737,683183.790560395,-86.76292800000002,36.20775699999994
84357,07/19/18,Trash Collection Complaint,Customer has 2 trash carts and after we emptied the trash today one is missing. Please check the hauler for her cart,917 montrose ave,37204.0,,,17.0,1736592.6479792,652429.600838865,-86.78523000000001,36.12312999999995
84358,07/19/18,Trash - Curbside/Alley Missed Pickup,Missed- others on cul de sac missed.,2201 cumberwell close,37027.0,RED RIVER,4401,4.0,1741236.75368717,618362.404343596,-86.76860000000002,36.02964999999994
84359,07/19/18,Trash - Curbside/Alley Missed Pickup,Missed- trash- construction company blocking alley noone was picked up,1204 cedar ln,37212.0,METRO,9402,18.0,1734853.8703424,651430.853183142,-86.79108984870588,36.12034804600082
84360,07/19/18,Trash - Curbside/Alley Missed Pickup,Missed.,"960 44th Ave N, Nashville, TN 37209, United States",37209.0,RED RIVER,1309,20.0,1720468.74429558,666163.736341,-86.84022160000002,36.16048859999994
84372,07/19/18,Trash - Curbside/Alley Missed Pickup,Trash was not picked up this week.,718 Douglas Ave,37207.0,METRO,9203,5.0,1745025.18550938,677989.000747078,-86.7573485889822,36.19352181569776
84376,07/19/18,Trash - Curbside/Alley Missed Pickup,WHY DOES THIS KEEP HAPPENING!!!! PLEASE GET IT TOGETHER!! I'M SICK OF SUBMITTING THESE REQUESTS EVERY WEEK.  WTF GUYS?!?!?!,870 Sharpe Ave,37206.0,METRO,9203,5.0,1745287.87762331,676943.493821656,-86.75643098466634,36.19065551021725
84377,07/19/18,Trash - Curbside/Alley Missed Pickup,Cart was placed out in normal fashion and was moved when I returned home from work still full of trash and not picked up.,349 Huntington Ridge Dr,37211.0,RED RIVER,3402S,27.0,1754094.91591882,625069.03220142,-86.72528366538636,36.048342638237926
84380,07/19/18,Trash - Curbside/Alley Missed Pickup,"Trash was not picked up, but was set out at back door location. It is now overflowing and needs to be picked up before next Tuesday. Alley",1923 28th Ave N,37208.0,METRO,9201,21.0,1725633.79786589,674982.832639203,-86.82297670360911,36.184834171134064
84381,07/19/18,Trash - Curbside/Alley Missed Pickup,Also looked like neighbor's trash was also not picked up,906 15th Ave S,37212.0,METRO,9407,19.0,1735329.943871,661250.539017685,-86.78974629580468,36.14733249196442
84388,07/20/18,Trash - Curbside/Alley Missed Pickup,"Curbside trash needs emptied, someone dump a lot of garbage inside her cart, she called police to see what was inside cart, they told her it was only garbage and go ahead and call public works to emptied cart.",814 Horner Ave A,37204.0,METRO,9404,17.0,1738873.47131609,652149.27977564,-86.77750000000002,36.12240999999994
84389,07/20/18,Trash - Curbside/Alley Missed Pickup,Thursday Trash missed for weeks stays in the alley so why? Everything household trash.,2038 Elliott Ave,37204.0,METRO,9401,17.0,1737769.69221129,655583.71721187,-86.78133000000001,36.13181999999996
84441,07/20/18,Trash - Curbside/Alley Missed Pickup,The entire neighborhood was skipped yesterday (Thursday) pickup!!,805 Valley View Cir,37027.0,RED RIVER,4401,4.0,1740436.22815901,622097.128298955,-86.77140680541623,36.0398919475804
84445,07/20/18,Trash - Curbside/Alley Missed Pickup,cart still out,"1528 Harwood Dr, Nashville, TN 37206, United States",37206.0,RED RIVER,1203,7.0,1756413.52064128,678574.342399985,-86.71876990000003,36.19536559999997
84453,07/20/18,Trash - Curbside/Alley Missed Pickup,cart still out,"3905 Augusta Dr, Nashville, TN 37207, United States",37207.0,RED RIVER,3205,2.0,1729140.07020262,688433.38376,-86.81147380000002,36.22186139999994
84455,07/20/18,Trash - Backdoor,waiver  was miss placed cart is still out and she now has mailed waiver back in,"712 Mt Carmel Pl, Nashville, TN 37205, United States",37205.0,RED RIVER,1303,23.0,1705603.88264566,639876.801552693,-86.88976500000003,36.087919899999946
84457,07/20/18,Trash - Curbside/Alley Missed Pickup,Missed- trash,370 Brewer dr,37211.0,RED RIVER,3403,27.0,1758421.18722266,627029.392574177,-86.71069754813071,36.053814918233215
84464,07/20/18,Trash - Curbside/Alley Missed Pickup,missed,364 hester ave,37210.0,WASTE IND,4407,17.0,1746868.99505637,652970.778763502,-86.75045010244219,36.1248380541385
84465,07/20/18,Trash Collection Complaint,"THIS IS NOT A COMPLAINT** Customer wants to Pay a COMPLIMENT to RED RIVER"" for doing a good job on trash/pickup.",422 Munn Rd,37214.0,RED RIVER,1503,15.0,1773637.62205178,669451.738354085,-86.66019,36.17063999999993
84486,07/20/18,Trash - Curbside/Alley Missed Pickup,missed,4424 lealand ln,37204.0,RED RIVER,3302,25.0,1734909.13512417,640243.296859235,-86.7905967485541,36.08961773492777
84501,07/20/18,Trash - Curbside/Alley Missed Pickup,2 trash/carts both missed/pickup Thursday. Curb,5128 Manorwood Ct,37211.0,RED RIVER,3401,27.0,1755480.65657158,628423.44401622,-86.72067974679874,36.05758529029905
84511,07/20/18,Trash - Curbside/Alley Missed Pickup,Missed.,"616 Bel Air Dr, Nashville, TN 37217, United States",37217.0,RED RIVER,1403,13.0,1760719.20335205,644008.018447812,-86.70333640000003,36.100500399999966
84534,07/20/18,Trash - Curbside/Alley Missed Pickup,Missed- trash,510 radnor st,37211.0,METRO,9408,16.0,1748201.97014961,645909.160248423,-86.74575458124188,36.105468189550514
84549,07/20/18,Trash - Backdoor,"Sending a reminder for Wednesday's Backdoor/Trash not to be missed. 
Backdoor/trash waiver is good.",4309 LEALAND LN,37204.0,RED RIVER,3302,25.0,1734910.02424343,642300.942500661,-86.79065000000003,36.09526999999997
84586,07/20/18,Trash - Curbside/Alley Missed Pickup,Resident called in complaint to 311 and then called Mayor's Office about missed pick up. Filing complaint for them as they do not have internet connection.,2631 Una Antioch Pike,37013.0,RED RIVER,4505,28.0,1770067.02013001,629229.438046831,-86.6713519711411,36.06008431224666
84590,07/20/18,Trash - Curbside/Alley Missed Pickup,"Trash/miss Thursday"" driver went but only service one side and left everyone's full on other side. Curb",549 Roxanne Dr,37013.0,RED RIVER,4404,31.0,1762421.98832206,624454.952110146,-86.69710124814911,36.04682199174128
84601,07/20/18,Trash - Curbside/Alley Missed Pickup,cart still out,1409 12th ave s,37203.0,METRO,9407,17.0,1735798.88338466,658388.0979847,-86.78808000000002,36.139479999999935
84602,07/20/18,Trash Collection Complaint,where does the cart need to set for pickup,1409 12th ave s,37203.0,METRO,9407,17.0,1735798.88338466,658388.0979847,-86.78808000000002,36.139479999999935
84613,07/20/18,Trash - Curbside/Alley Missed Pickup,"Truck only picked up even side of street, there was no pick up on odd numbers as of 1;35PM",3801 Lake Aire Dr,37217.0,RED RIVER,3501,29.0,1790242.5978089,642978.83416255,-86.60338120068813,36.09821468456591
84624,07/20/18,Trash Collection Complaint,cart was knocked over in street and she cant pick it up,"1105 Mary Evelyn Ct, Nashville, TN 37217, United States",37217.0,RED RIVER,3501,29.0,1787780.27026726,637278.041181647,-86.6115951,36.08251269999995
84632,07/20/18,Trash - Curbside/Alley Missed Pickup,cust says missed,2716 westwood ave,37212.0,RED RIVER,2305,18.0,1728725.93315081,654040.098030898,-86.81191045070997,36.12737758417644
84639,07/20/18,Trash - Curbside/Alley Missed Pickup,didnt get this side of street he got in his car trying to find trash truck,"4912 Secretariat Dr, Nashville, TN 37013, United States",37013.0,RED RIVER,3504,33.0,1786402.77840822,629753.109035017,-86.61609640000002,36.06181799999995
84648,07/20/18,Trash - Curbside/Alley Missed Pickup,"Curbside Trash/missed Thursday. Wants cart emptied asap
others as well.",4162 Providence Park Ln,37211.0,RED RIVER,1403,26.0,1759811.23363008,640731.814884183,-86.70632972753077,36.09148282419662
84657,07/20/18,Trash - Curbside/Alley Missed Pickup,Trash was placed approximately 3 feet from alley and was completely full. No documentation was placed explaining why we were not picked up; all trash was bagged.,1807 Electric Ave,37206.0,METRO,9508,6.0,1750460.87655263,668394.07896768,-86.7386825,36.167279699999966
84658,07/20/18,Trash - Curbside/Alley Missed Pickup,miss,1208 elmwood ave,37212.0,METRO,9403,18.0,1735084.23150727,653741.679442992,-86.79037310057548,36.12670082857632
84659,07/20/18,Trash - Curbside/Alley Missed Pickup,miss,1403 elmwood ave,37212.0,METRO,9403,18.0,1735085.14472435,653741.37042993,-86.79037000000001,36.12669999999997
84660,07/20/18,Trash - Curbside/Alley Missed Pickup,Missed trash collection for him and his neighbor.,1517 Grapeleaf Way,37013.0,RED RIVER,3503,33.0,1791771.75102355,632585.235043959,-86.5979903585446,36.06968933884159
84667,07/20/18,Trash - Curbside/Alley Missed Pickup,Carts are behind the building- Missed pick up.,"2001 Blair Blvd, Nashville, TN 37212, United States",37212.0,METRO,9308,18.0,1732055.70386008,654918.704003319,-86.8006602,36.12986639999995
84669,07/20/18,Trash - Curbside/Alley Missed Pickup,Missed.,"4409 Dowdy Dr, Nashville, TN 37013, United States",37013.0,RED RIVER,4505,28.0,1769164.25696734,633425.317304498,-86.67450400000003,36.07159329999994
84678,07/20/18,Trash - Curbside/Alley Missed Pickup,trash missed for the street,2115 dearborn dr,37214.0,RED RIVER,1504,15.0,1761056.33789033,669302.50266521,-86.70281009767932,36.16998940273513
84689,07/20/18,Trash - Curbside/Alley Missed Pickup,lid is missing,1304 douglas ave,37206.0,WASTE IND,2509,6.0,1749501.20730921,677464.647469048,-86.74216661450211,36.19217567123513
84695,07/20/18,Trash - Curbside/Alley Missed Pickup,They haven?t taken it for two weeks so it is smelling and attracting animals,1907 Electric Ave,37206.0,METRO,9508,6.0,1750929.1628341,668329.034408015,-86.73709441964616,36.1671107273744
84707,07/21/18,Trash - Curbside/Alley Missed Pickup,Missed pickup for myself and neighbors in this cul-de-sac.  Seems like the main street was completed but not Rainglen Cove.  Pic attached was taken Saturday morning.,1309 Rainglen CV,37013.0,RED RIVER,4510,32.0,1785070.48431719,619483.144411157,-86.62038362419632,36.03358316371403
84708,07/21/18,Trash - Curbside/Alley Missed Pickup,Trash wasn?t collected last 2 Friday?s 7/13 & 7/20,1415 Roberts Ave,37206.0,WASTE IND,2506,6.0,1749912.55368296,676262.007302763,-86.74074180600874,36.18888071340957
84821,07/23/18,Trash - Curbside/Alley Missed Pickup,cart still out,"4500 Xavier Dr, Nashville, TN 37013, United States",37013.0,RED RIVER,4505,28.0,1769249.13132622,634917.496419642,-86.67425159999999,36.07569389999995
84870,07/23/18,Trash - Backdoor,Missed backdoor pickup again calls,2636 pennington ave,37216.0,METRO,9502,7.0,1752867.76486995,679515.965383926,-86.73081000000002,36.19787999999995
84872,07/23/18,Trash - Curbside/Alley Missed Pickup,"Friday's trash missed, curbside end of driveway end of Rudolph.",1611 McEwen Ave,37206.0,METRO,9503,6.0,1750032.33587882,673532.103661973,-86.74026593501168,36.18138445060477
84873,07/23/18,Trash - Curbside/Alley Missed Pickup,***Address is 123 37th Ave. N. but driveway (where trash can is) is on Nebraska***,123 37TH AVE N,37209.0,WASTE IND,2308,24.0,1723660.80712458,659454.231589051,-86.82921623308212,36.14213307215168
84874,07/23/18,Trash - Curbside/Alley Missed Pickup,***Address is 123 37th Ave. N. but driveway (where trash can is) is on Nebraska***,123 37th Ave N,37209.0,WASTE IND,2308,24.0,1723659.68543355,659453.122688108,-86.82922000000003,36.14212999999995
84880,07/23/18,Trash - Curbside/Alley Missed Pickup,cart still out,"2925 Wilford Pack Dr, Nashville, TN 37013, United States",37013.0,RED RIVER,3505,29.0,1786985.58943509,634363.46196432,-86.61422250000001,36.07449269999994
84884,07/23/18,Trash - Curbside/Alley Missed Pickup,The whole cal de sac missed trash/pickup last Friday. 2nd time in 3 weeks trash/miss curb.,709 Candlecreek Way,37013.0,RED RIVER,4510,32.0,1786772.50188027,619099.324558593,-86.61461916860162,36.03255830284777
84901,07/23/18,Trash - Curbside/Alley Missed Pickup,Trash was supposed to be p/u on Friday and they didn't get it.,500 Owendale Dr,37013.0,RED RIVER,3505,29.0,1784624.66975111,635695.197541652,-86.62224000000003,36.07810999999995
84925,07/23/18,Trash - Curbside/Alley Missed Pickup,it was out facing the street.,2925 Wilford Pack Dr,37013.0,RED RIVER,3505,29.0,1786889.14176349,633893.695266012,-86.61453887691589,36.07320058962053
84931,07/23/18,Trash - Curbside/Alley Missed Pickup,Cart is still out they missed her neighbors as well.,3804 ANDERSON RD,37217.0,RED RIVER,3501,29.0,1790276.31411458,643118.894987609,-86.60327000000001,36.09859999999994
84933,07/23/18,Trash - Curbside/Alley Missed Pickup,Trash keeps getting missed/ALLEY {the whole alley being missed often} Wednesday's pickup.,708 25th Ave N,37208.0,METRO,9303,21.0,1728272.89628191,665942.120857146,-86.81377953656259,36.16006099818579
84941,07/23/18,Trash - Curbside/Alley Missed Pickup,Missed.,4625 Buckpasser Ave,37013.0,RED RIVER,3504,33.0,1786364.22057997,630032.67765083,-86.61623280640175,36.06258530899831
84945,07/23/18,Trash Collection Complaint,cart stays on alley trash in the recycle cart,"3417 Dakota Ave, Nashville, TN 37209, United States",37209.0,WASTE IND,2308,24.0,1724765.2452577,661697.223258262,-86.82554000000003,36.14831999999996
84967,07/23/18,Trash - Curbside/Alley Missed Pickup,Missed for 2 weeks in a row . others in the street,918 15th Ave S,37212.0,METRO,9407,19.0,1735273.61351445,660991.61420375,-86.78993000000003,36.14661999999994
84973,07/23/18,Trash - Curbside/Alley Missed Pickup,Missed.,"1009 14th Ave S, Nashville, TN 37212, United States",37212.0,METRO,9407,19.0,1735454.08841856,660718.361807645,-86.78931130000004,36.14587339999996
84992,07/23/18,Damage to Property,Trash truck came thru the alley on Firday and hit customer Gate and Bird feeder and Knocked them back up into the yard.  Tire tracks are still present from the truck. She would like a call when someone is coming out at 615-578-2000,64 cannon st,37210.0,WASTE IND,4507,19.0,1744858.53447707,662477.699988106,-86.75750647393298,36.150910301421135
85017,07/23/18,Trash - Curbside/Alley Missed Pickup,box truck was blocking trash man,"717 Candlecreek Way, Nashville, TN 37013, United States",37013.0,RED RIVER,4510,32.0,1786790.18126649,619208.712887511,-86.6145617,36.032859099999946
